date,metrics
2025-04-21,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 141, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-22,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 141, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-23,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 6, 'monthly_corporate': 0, 'weekly_solo': 141, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-24,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 141, 'weekly_duo': 39, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-25,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 38, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-26,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 37, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-27,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 37, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-28,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 142, 'weekly_duo': 37, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-29,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 139, 'weekly_duo': 35, 'weekly_family': 24, 'weekly_corporate': 0}"
2025-04-30,"{'yearly_solo': 2, 'yearly_duo': 0, 'yearly_family': 1, 'yearly_corporate': 0, 'monthly_solo': 8, 'monthly_duo': 6, 'monthly_family': 7, 'monthly_corporate': 0, 'weekly_solo': 140, 'weekly_duo': 34, 'weekly_family': 24, 'weekly_corporate': 0}"
